player_name,player_id,season,injury,from,until,days_missed,games_missed,age,dob,nationality_id,nationality_name,club_name,league_id,league_name,overall,value_eur,wage_eur,height_cm,weight_kg,club_position,fifa_update_date,short_name,long_name,combined_name,preferred_foot,work_rate,body_type,pace,month,injury_category,position_category,total_days_missed,injury_count
Bruno Fernandes,240306,21/22,Ill,2022-03-12,2022-03-14,2,1,26,1994-09-08,38,Portugal,Manchester United,13,Premier League,88,119500000,250000,179,69,CAM,2021-08-16,NA,Bruno Miguel Borges Fernandes,Bruno NA,Right,High/High,Unique,75,Mar,illnesses and infections,midfielders,2,1
Bruno Fuchs,563692,21/22,Tendonitis,2022-06-20,2022-07-18,28,1,22,1999-04-01,54,Brazil,CSKA Moskva,67,Premier League,72,4900000,23000,190,85,SUB,2021-08-16,NA,Bruno de Lara Fuchs,Bruno NA,Right,Medium/High,Lean (185+),70,Jun,inflammation,other,111,6
Bruno Martins Indi,112052,22/23,Thigh problems,2022-09-27,2023-09-18,356,52,30,1992-02-08,34,Netherlands,AZ,10,Eredivisie,75,4600000,10000,185,76,LCB,2022-09-01,B. Martins Indi,Bruno Maximiliano Martins Indi,Bruno Martins Indi,Left,Medium/Medium,Normal (185+),44,Sep,miscellaneous,defenders,396,4
Bruno Paz,314963,22/23,unknown injury,2023-06-03,2023-06-08,5,2,24,1998-04-23,38,Portugal,Konyaspor,68,Super Lig,67,1600000,6000,179,72,SUB,2022-09-01,NA,Bruno Lourenço Pinto de Almeida Paz,Bruno NA,Right,Medium/Medium,Normal (170-185),72,Jun,unknown injuries,other,5,1
Bruno Peres,148751,22/23,muscular problems,2023-04-18,2023-04-30,12,1,32,1990-03-01,54,Brazil,Trabzonspor,68,Super Lig,75,3900000,29000,178,72,SUB,2022-09-01,NA,Bruno da Silva Peres,Bruno NA,Right,High/Medium,Normal (170-185),82,Apr,muscle injuries,other,272,6
Bryan Cristante,199248,22/23,Scaphoid surgery,2022-11-17,2022-12-15,28,1,27,1995-03-03,27,Italy,Roma,31,Serie A,80,23000000,63000,186,80,SUB,2022-09-01,B. Cristante,Bryan Cristante,Bryan Cristante,Right,Medium/High,Normal (185+),54,Nov,surgeries,other,47,4
Bryan Dabo,149446,21/22,unknown injury,2022-02-01,2022-02-07,6,1,29,1992-02-18,101,Burkina Faso,Rizespor,68,Super Lig,71,1800000,10000,186,81,RCM,2021-08-16,B. Dabo,Bryan Dabo,Bryan Dabo,Right,High/High,Normal (185+),61,Feb,unknown injuries,midfielders,32,3
Bryan Gil,537382,22/23,Knock,2022-08-29,2022-09-12,14,3,21,2001-02-11,45,Spain,Tottenham Hotspur,13,Premier League,77,23500000,56000,175,65,SUB,2022-09-01,NA,Bryan Gil Salvatierra,Bryan NA,Left,High/Medium,Lean (170-185),77,Aug,bruises and contusions,other,65,4
Bryan Lasme,477109,21/22,Knee injury,2022-04-11,2022-05-30,49,5,22,1998-11-14,18,France,DSC Arminia Bielefeld,19,Bundesliga,67,2300000,8000,188,85,LW,2021-08-16,B. Lasme,Bryan Lasme,Bryan Lasme,Left,Medium/Medium,Normal (185+),77,Apr,joint and ligament injuries,forwards,49,1
Bryan Linssen,82410,21/22,Rest,2021-12-08,2021-12-10,2,1,30,1990-10-08,34,Netherlands,Feyenoord,10,Eredivisie,74,4100000,11000,170,64,ST,2021-08-16,B. Linssen,Bryan Linssen,Bryan Linssen,Right,Medium/Medium,Normal (170-),77,Dec,rest and fitness,forwards,4,2
Bryan Smeets,119066,21/22,unknown injury,2021-09-17,2021-09-20,3,1,28,1992-11-22,34,Netherlands,Sparta Rotterdam,10,Eredivisie,68,1200000,5000,183,82,CAM,2021-08-16,B. Smeets,Bryan George Jeffrey Smeets,Bryan Smeets,Right,High/Medium,Stocky (170-185),64,Sep,unknown injuries,midfielders,3,1
Bryan Teixeira,657635,21/22,unknown injury,2022-03-06,2022-03-12,6,1,20,2000-09-01,18,France,Clermont Foot 63,16,Ligue 1,60,550000,2000,174,73,SUB,2021-08-16,B. Teixeira,Bryan Silva Teixeira,Bryan Teixeira,Right,High/Medium,Normal (170-185),58,Mar,unknown injuries,other,6,1
Bukayo Saka,433177,21/22,horse kiss,2021-06-30,2021-07-05,5,1,19,2001-09-05,14,England,Arsenal,13,Premier League,80,45500000,50000,178,65,SUB,2021-08-16,B. Saka,Bukayo Saka,Bukayo Saka,Left,High/Medium,Lean (170-185),84,Jun,back injuries,other,5,1
Bulent Cevahir,147518,21/22,Hamstring injury,2021-12-01,2021-12-17,16,3,29,1992-02-13,48,Turkey,Hatayspor,68,Super Lig,61,300000,2000,180,75,SUB,2021-08-16,B. Cevahir,Bülent Cevahir,Bülent Cevahir,Left,Medium/Medium,Normal (170-185),52,Dec,muscle injuries,other,16,1
Buluthan Bulut,700305,21/22,Groin strain,2022-01-06,2022-01-17,11,2,18,2002-07-21,48,Turkey,Aytemiz Alanyaspor,68,Super Lig,55,325000,750,176,71,RES,2021-09-23,B. Bulut,Buluthan Bulut,Buluthan Bulut,Right,Medium/Medium,Lean (170-185),66,Jan,muscle injuries,other,11,1
Burak Bekaroglu,293903,21/22,Shoulder injury,2021-11-07,2021-12-06,29,5,24,1997-04-16,48,Turkey,Fatih Karagümrük S.K.,68,Super Lig,60,350000,2000,185,78,SUB,2021-09-23,B. Bekaroğlu,Burak Bekaroğlu,Burak Bekaroğlu,Left,Low/Medium,Lean (185+),59,Nov,miscellaneous,other,29,1
Burak Camoglu,197402,21/22,Injury to the ankle,2021-12-18,2022-03-25,97,16,24,1996-10-05,48,Turkey,Hatayspor,68,Super Lig,66,1100000,4000,173,67,SUB,2021-08-16,B. Çamoğlu,Burak Can Çamoğlu,Burak Çamoğlu,Right,High/Medium,Lean (170-185),80,Dec,miscellaneous,other,106,2
Burak Kapacak,340251,22/23,unknown injury,2022-12-21,2022-12-26,5,2,22,1999-12-08,48,Turkey,Fatih Karagümrük,68,Super Lig,66,1700000,14000,180,71,RES,2022-09-26,B. Kapacak,Burak Kapacak,Burak Kapacak,Right,High/Medium,Normal (170-185),78,Dec,unknown injuries,other,34,2
Burak Oksuz,393243,22/23,unknown injury,2022-12-27,2023-04-25,119,18,26,1996-01-25,48,Turkey,Hatayspor,68,Super Lig,65,825000,4000,185,78,SUB,2022-09-01,B. Öksüz,Burak Öksüz,Burak Öksüz,Left,Medium/Medium,Lean (185+),60,Dec,unknown injuries,other,145,4
Burak Yilmaz,34987,22/23,unknown injury,2023-03-07,2023-03-14,7,1,36,1985-07-15,48,Turkey,Fortuna Sittard,10,Eredivisie,77,3600000,14000,188,77,ST,2022-09-01,B. Yılmaz,Burak Yılmaz,Burak Yılmaz,Right,High/Medium,Normal (185+),74,Mar,unknown injuries,forwards,110,5
Caglar Soyuncu,320141,22/23,Muscle injury,2023-05-08,2023-06-20,43,6,26,1996-05-23,48,Turkey,Leicester City,13,Premier League,78,15500000,69000,185,82,SUB,2022-09-01,Ç. Söyüncü,Çağlar Söyüncü,Çağlar Söyüncü,Right,Medium/Medium,Normal (185+),71,May,muscle injuries,other,102,3
Cagtay Kurukalip,616886,22/23,Fitness,2022-12-21,2022-12-25,4,1,20,2002-02-24,48,Turkey,Fenerbahçe,68,Super Lig,62,925000,7000,172,70,RES,2022-09-26,Ç. Kurukalıp,Çağtay Kurukalıp,Çağtay Kurukalıp,Left,Medium/Medium,Lean (170-185),78,Dec,rest and fitness,other,25,2
Caio Henrique,420064,22/23,Corona virus,2022-08-01,2022-08-08,7,2,24,1997-07-31,54,Brazil,Monaco,16,Ligue 1,78,18500000,39000,179,70,LB,2022-09-01,NA,Caio Henrique Oliveira Silva,Caio NA,Left,High/Medium,Lean (170-185),75,Aug,coronavirus,defenders,7,1
Caleb Ekuban,199953,21/22,Muscle injury,2022-02-25,2022-04-03,37,4,27,1994-03-23,117,Ghana,Genoa,31,Serie A,75,6000000,17000,182,80,RS,2021-08-16,C. Ekuban,Caleb Ansah Ekuban,Caleb Ekuban,Right,High/Medium,Normal (170-185),86,Feb,muscle injuries,forwards,44,2
Callum Booth,84979,22/23,Groin injury,2023-01-04,2023-07-16,193,20,31,1991-05-30,42,Scotland,St. Johnstone,50,Premiership,65,525000,2000,180,75,RES,2022-09-01,C. Booth,Callum Booth,Callum Booth,Left,High/Medium,Lean (170-185),66,Jan,muscle injuries,other,402,3
Callum Hudson-Odoi,392768,22/23,unknown injury,2023-04-19,2023-05-09,20,4,21,2000-11-07,14,England,Chelsea,13,Premier League,77,21500000,72000,177,79,SUB,2022-09-01,C. Hudson-Odoi,Callum Hudson-Odoi,Callum Hudson-Odoi,Right,High/Medium,Normal (170-185),81,Apr,unknown injuries,other,94,4
Callum McGregor,120977,22/23,Knee injury,2022-10-05,2022-12-15,71,12,29,1993-06-14,42,Scotland,Celtic,50,Premiership,77,9000000,50000,178,74,CDM,2022-09-01,C. McGregor,Callum William McGregor,Callum McGregor,Left,High/High,Normal (170-185),78,Oct,joint and ligament injuries,midfielders,81,2
Callum Roberts,288952,22/23,Hamstring injury,2022-08-06,2023-01-19,166,24,25,1997-04-14,14,England,Aberdeen,50,Premiership,62,525000,2000,173,65,SUB,2022-09-01,C. Roberts,Callum Roberts,Callum Roberts,Left,Medium/Medium,Normal (170-185),69,Aug,muscle injuries,other,166,1
Callum Wilson,123682,22/23,Corona virus,2022-11-01,2022-11-11,10,2,30,1992-02-27,14,England,Newcastle United,13,Premier League,79,17000000,95000,180,66,ST,2022-09-01,C. Wilson,Callum Wilson,Callum Wilson,Right,High/Medium,Normal (170-185),81,Nov,coronavirus,forwards,218,4
Calum Butcher,61813,21/22,Knee injury,2021-08-07,2021-09-10,34,4,30,1991-02-26,14,England,Dundee United,50,Premiership,64,550000,2000,185,83,LCM,2021-08-16,C. Butcher,Calum James Butcher,Calum Butcher,Right,Medium/High,Normal (185+),54,Aug,joint and ligament injuries,midfielders,34,1
Calvin Mac-Intosch,113996,22/23,unknown injury,2023-01-28,2023-02-08,11,2,32,1989-08-09,92,Suriname,SC Cambuur,10,Eredivisie,67,650000,3000,181,78,RCB,2022-09-01,C. Mac-Intosch,Calvin Leonardus Mac-Intosch,Calvin Mac-Intosch,Right,Medium/High,Stocky (170-185),71,Jan,unknown injuries,defenders,11,1
Calvin Ramsay,633652,22/23,Knee surgery,2023-02-16,2023-11-06,263,32,18,2003-07-31,42,Scotland,Liverpool,13,Premier League,64,1400000,5000,177,68,RES,2022-09-01,C. Ramsay,Calvin William Ramsay,Calvin Ramsay,Right,High/Medium,Lean (170-185),78,Feb,surgeries,other,328,3
Calvin Stengs,409344,22/23,Hamstring injury,2023-03-02,2023-03-26,24,5,23,1998-12-18,34,Netherlands,Nice,16,Ligue 1,73,6000000,27000,187,68,RW,2022-09-01,C. Stengs,Calvin Stengs,Calvin Stengs,Left,Medium/Low,Lean (185+),74,Mar,muscle injuries,forwards,32,3
Calvin Verdonk,258364,22/23,unknown injury,2023-03-01,2023-05-25,85,10,25,1997-04-26,34,Netherlands,NEC,10,Eredivisie,67,1200000,4000,174,69,SUB,2022-09-01,C. Verdonk,Calvin Verdonk,Calvin Verdonk,Left,Medium/Medium,Normal (170-185),65,Mar,unknown injuries,other,88,2
Cameron Carter-Vickers,341049,22/23,Knee surgery,2023-05-01,2023-07-24,84,14,24,1997-12-31,95,United States,Celtic,50,Premiership,74,8500000,34000,183,92,RCB,2022-09-01,C. Carter-Vickers,Cameron Carter-Vickers,Cameron Carter-Vickers,Right,Medium/High,Stocky (170-185),74,May,surgeries,defenders,104,2
Camilo,672202,22/23,Injury to the ankle,2022-10-07,2022-10-30,23,5,23,1999-02-23,54,Brazil,Olympique Lyonnais,16,Ligue 1,62,875000,8000,178,77,RES,2023-01-13,NA,Camilo Reijers de Oliveira,Camilo NA,Right,Medium/High,Normal (170-185),68,Oct,miscellaneous,other,23,1
Can Bozdogan,406609,22/23,Knee injury,2023-02-17,2023-04-13,55,8,21,2001-04-05,21,Germany,FC Utrecht,10,Eredivisie,68,2700000,7000,175,72,SUB,2022-09-01,C. Bozdoğan,Can Bozdoğan,Can Bozdoğan,Left,Medium/Medium,Normal (170-185),70,Feb,joint and ligament injuries,other,90,5
Caner Osmanpasa,157993,22/23,Fitness,2023-03-26,2023-04-10,15,3,34,1988-01-15,48,Turkey,Sivasspor,68,Super Lig,68,400000,7000,182,77,LCB,2022-09-01,C. Osmanpaşa,Caner Osmanpaşa,Caner Osmanpaşa,Right,Low/Medium,Normal (170-185),43,Mar,rest and fitness,defenders,92,4
Caoimhin Kelleher,340918,21/22,Hamstring injury,2022-06-15,2022-09-28,105,9,22,1998-11-23,25,Republic of Ireland,Liverpool,13,Premier League,67,2200000,17000,188,74,SUB,2021-08-16,C. Kelleher,Caoimhin Kelleher,Caoimhin Kelleher,Right,Medium/Medium,Lean (185+),NA,Jun,muscle injuries,other,115,2
Carl Starfelt,258987,22/23,Knee injury,2022-09-03,2022-11-03,61,14,27,1995-06-01,46,Sweden,Celtic,50,Premiership,73,3500000,36000,185,81,LCB,2022-09-01,C. Starfelt,Carl Anders Theodor Starfelt,Carl Starfelt,Right,Medium/Medium,Normal (185+),73,Sep,joint and ligament injuries,defenders,95,2
Carlo Pinsoglio,75411,21/22,Corona virus,2021-12-31,2022-01-09,9,2,31,1990-03-16,27,Italy,Juventus,31,Serie A,72,1200000,32000,194,85,RES,2021-08-16,C. Pinsoglio,Carlo Pinsoglio,Carlo Pinsoglio,Left,Medium/Medium,Lean (185+),NA,Dec,coronavirus,other,9,1
Carlos Augusto,585982,22/23,Muscle fatigue,2023-02-11,2023-02-23,12,2,23,1999-01-07,54,Brazil,Monza,31,Serie A,73,6000000,28000,184,75,LM,2022-09-01,NA,Carlos Augusto Zopolato Neves,Carlos NA,Left,Medium/High,Normal (170-185),67,Feb,muscle injuries,midfielders,19,2
Carlos Gruezo,189475,22/23,Muscle injury,2023-03-20,2023-04-05,16,4,27,1995-04-19,57,Ecuador,FC Augsburg,19,Bundesliga,72,2700000,18000,173,71,RCM,2022-09-01,C. Gruezo,Carlos Armando Gruezo Arboleda,Carlos Gruezo,Right,Low/High,Normal (170-185),61,Mar,muscle injuries,midfielders,57,3
Carlos Isaac,396324,21/22,Corona virus,2021-12-28,2022-01-06,9,1,23,1998-04-30,45,Spain,Deportivo Alavés,53,La Liga,65,1500000,5000,184,74,RES,2021-08-16,NA,Carlos Isaac Muñoz Obejero,Carlos NA,Right,High/Medium,Normal (170-185),61,Dec,coronavirus,other,9,1
Carlos Neva,448844,21/22,Cruciate ligament tear,2022-03-20,2022-10-10,204,18,25,1996-06-12,45,Spain,Granada,53,La Liga,78,19000000,23000,174,64,LB,2021-08-16,NA,Carlos Neva Tey,Carlos NA,Left,High/Medium,Lean (170-185),78,Mar,joint and ligament injuries,defenders,204,1
Carlos Soler,372246,21/22,Muscle injury,2022-01-06,2022-01-20,14,3,24,1997-01-02,45,Spain,Valencia,53,La Liga,81,51500000,39000,180,76,RCM,2021-08-16,NA,Carlos Soler Barragán,Carlos NA,Right,Medium/Medium,Lean (170-185),78,Jan,muscle injuries,midfielders,39,2
Carlos de Pena,257740,21/22,Corona virus,2022-01-03,2022-01-23,20,NA,29,1992-03-11,60,Uruguay,Dynamo Kyiv,332,Premier League,74,4100000,1000,177,72,LM,2021-08-16,C. de Pena,Carlos María de Pena Bonino,Carlos de Pena,Left,Medium/Medium,Lean (170-185),75,Jan,coronavirus,midfielders,20,1
Carney Chukwuemeka,659459,22/23,Hamstring injury,2022-11-01,2022-12-15,44,4,18,2003-10-20,14,England,Chelsea,13,Premier League,64,1900000,7000,185,70,RES,2022-09-01,C. Chukwuemeka,Carney Chibueze Chukwuemeka,Carney Chukwuemeka,Right,Low/Low,Lean (185+),65,Nov,muscle injuries,other,44,1
Cas Odenthal,406632,21/22,unknown injury,2022-04-20,2022-04-30,10,2,20,2000-09-26,34,Netherlands,NEC,10,Eredivisie,65,1500000,2000,190,79,LCB,2021-08-16,C. Odenthal,Cas Odenthal,Cas Odenthal,Right,Medium/Medium,Lean (185+),58,Apr,unknown injuries,defenders,10,1
Casemiro,16306,21/22,muscular problems,2022-04-19,2022-04-25,6,1,29,1992-02-23,54,Brazil,Real Madrid,53,La Liga,89,88000000,310000,185,84,CDM,2021-08-16,NA,Carlos Henrique Venancio Casimiro,Carlos NA,Right,High/High,Unique,65,Apr,muscle injuries,midfielders,24,3
Cebrail Karayel,260330,22/23,unknown injury,2023-01-14,2023-01-24,10,3,27,1994-08-15,48,Turkey,Konyaspor,68,Super Lig,68,1300000,7000,176,75,SUB,2022-09-01,C. Karayel,Cebrail Karayel,Cebrail Karayel,Right,High/High,Normal (170-185),72,Jan,unknown injuries,other,86,3
Cedric Bakambu,127048,21/22,Knee problems,2022-04-22,2022-04-27,5,1,30,1991-04-11,110,Congo DR,Olympique Marseille,16,Ligue 1,78,14000000,43000,182,73,SUB,2022-01-21,C. Bakambu,Cédric Bakambu,Cédric Bakambu,Right,Medium/Medium,Normal (170-185),86,Apr,joint and ligament injuries,other,5,1
Cedric Brunner,147038,22/23,Shoulder injury,2023-04-15,2023-05-01,16,2,28,1994-02-17,47,Switzerland,Schalke 04,19,Bundesliga,75,5000000,22000,180,75,RB,2022-09-01,C. Brunner,Cédric Brunner,Cédric Brunner,Right,Medium/Medium,Lean (170-185),69,Apr,miscellaneous,defenders,86,5
Cedric Gondo,213854,21/22,unknown injury,2022-01-21,2022-02-01,11,NA,24,1996-11-25,108,Côte d'Ivoire,Salernitana,31,Serie A,59,450000,7000,187,81,RES,2021-08-16,C. Gondo,Cedric Diomandè Gondo,Cedric Gondo,Right,High/Low,Normal (185+),59,Jan,unknown injuries,other,39,3
Cedric Hountondji,198709,21/22,Broken arm,2022-03-23,2022-05-31,69,12,27,1994-01-19,99,Benin,Clermont,16,Ligue 1,72,2500000,13000,195,81,RCB,2021-08-16,C. Hountondji,Cédric Hountondji,Cédric Hountondji,Right,Medium/Medium,Lean (185+),41,Mar,bone injuries,defenders,133,2
Cedric Itten,243856,21/22,Ill,2022-02-05,2022-04-10,64,18,24,1996-12-27,47,Switzerland,Rangers,50,Premiership,71,3000000,29000,189,81,SUB,2021-08-16,C. Itten,Cédric Jan Itten,Cédric Itten,Right,High/Medium,Normal (185+),68,Feb,illnesses and infections,other,64,1
Cedric Teuchert,207597,21/22,infection,2021-09-27,2021-10-07,10,2,24,1997-01-14,21,Germany,FC Union Berlin,19,Bundesliga,70,2200000,15000,182,80,RES,2021-08-16,C. Teuchert,Cedric Teuchert,Cedric Teuchert,Right,Medium/Medium,Normal (170-185),76,Sep,illnesses and infections,other,14,2
Cem Turkmen,530157,22/23,Lumbago,2023-03-18,2023-03-20,2,1,20,2002-03-29,48,Turkey,Austria Lustenau,80,Bundesliga,62,825000,2000,178,72,LDM,2022-09-01,C. Türkmen,Cem Tuna Türkmen,Cem Türkmen,Right,Medium/Medium,Lean (170-185),58,Mar,rest and fitness,midfielders,2,1
Cemali Sertel,573981,21/22,unknown injury,2022-02-18,2022-02-28,10,2,21,2000-01-06,48,Turkey,Rizespor,68,Super Lig,66,1800000,7000,186,80,LB,2021-08-16,C. Sertel,Cemali Sertel,Cemali Sertel,Left,Medium/Medium,Normal (185+),67,Feb,unknown injuries,defenders,30,3
Cengiz Under,341647,21/22,Knee injury,2022-04-18,2022-04-23,5,1,23,1997-07-14,48,Turkey,Olympique Marseille,16,Ligue 1,77,13500000,42000,173,66,RM,2021-08-16,C. Ünder,Cengiz Ünder,Cengiz Ünder,Left,Medium/Medium,Normal (170-185),81,Apr,joint and ligament injuries,midfielders,32,4
Cenk Gonen,45214,22/23,unknown injury,2022-09-02,2022-09-21,19,3,34,1988-02-21,48,Turkey,Kayserispor,68,Super Lig,64,100000,3000,190,84,SUB,2022-09-01,C. Gönen,Cenk Gönen,Cenk Gönen,Right,Medium/Medium,Normal (185+),NA,Sep,unknown injuries,other,25,2
Cenk Tosun,45671,22/23,Muscle tear,2023-06-07,2023-08-11,65,6,31,1991-06-07,48,Turkey,Beşiktaş,68,Super Lig,73,2600000,39000,183,78,SUB,2022-09-01,C. Tosun,Cenk Tosun,Cenk Tosun,Right,High/Low,Normal (170-185),59,Jun,muscle injuries,other,147,3
Cesar Montes,387687,22/23,Head injury,2023-02-09,2023-02-24,15,2,25,1997-02-24,83,Mexico,Espanyol,53,La Liga,78,18500000,19000,191,70,RCB,2023-01-13,C. Montes,César Jasib Montes Castro,César Montes,Right,Medium/High,Normal (185+),62,Feb,head and neck injuries,defenders,15,1
Cesar Pinares,61856,21/22,unknown injury,2022-04-05,2022-04-11,6,1,30,1991-05-23,55,Chile,Altay SK,68,Super Lig,69,1300000,7000,176,75,LCM,2021-09-23,C. Pinares,César Ignacio Pinares Tamayo,César Pinares,Left,High/Low,Normal (170-185),72,Apr,unknown injuries,midfielders,21,3
Ceyhun Gulselam,37216,21/22,Corona virus,2021-11-20,2021-12-01,11,3,33,1987-12-25,48,Turkey,Altay,68,Super Lig,70,800000,8000,192,88,LCM,2021-08-16,C. Gülselam,Ceyhun Gülselam,Ceyhun Gülselam,Right,Medium/High,Normal (185+),38,Nov,coronavirus,midfielders,11,1
Charalampos Lykogiannis,136514,21/22,Adductor pain,2022-02-12,2022-02-21,9,2,27,1993-10-22,22,Greece,Cagliari,31,Serie A,68,1200000,11000,190,78,SUB,2021-08-16,C. Lykogiannis,Charalampos Lykogiannis,Charalampos Lykogiannis,Left,High/Medium,Normal (185+),65,Feb,muscle injuries,other,17,2
Chardi Landu,538966,21/22,unknown injury,2022-01-12,2022-01-17,5,1,20,2000-07-18,34,Netherlands,PEC Zwolle,10,Eredivisie,59,500000,1000,175,75,RES,2021-08-16,C. Landu,Chardi Landu,Chardi Landu,Right,Medium/Medium,Normal (170-185),66,Jan,unknown injuries,other,36,2
Charilaos Charisis,257482,22/23,unknown injury,2023-03-16,2023-03-30,14,2,27,1995-01-12,22,Greece,Sivasspor,68,Super Lig,67,1200000,6000,177,68,LDM,2022-09-26,C. Charisis,Charilaos Charisis,Charilaos Charisis,Right,Medium/High,Normal (170-185),56,Mar,unknown injuries,midfielders,14,1
Charles Aranguiz,89701,22/23,Adductor pain,2023-06-09,2023-06-26,17,6,33,1989-04-17,55,Chile,Bayer 04 Leverkusen,19,Bundesliga,80,10500000,53000,171,68,SUB,2022-09-01,C. Aránguiz,Charles Mariano Aránguiz Sandoval,Charles Aránguiz,Right,Medium/High,Lean (170-185),46,Jun,muscle injuries,other,325,6
Charles Boli,695646,21/22,Hamstring muscle injury,2022-02-13,2022-03-05,20,5,22,1998-08-30,18,France,Lens,16,Ligue 1,65,1500000,6000,175,65,SUB,2021-08-16,C. Boli,Charles Boli,Charles Boli,Left,High/Medium,Lean (170-185),68,Feb,muscle injuries,other,20,1
Charles De Ketelaere,435772,22/23,Muscle injury,2022-10-10,2022-10-20,10,2,21,2001-03-10,7,Belgium,Milan,31,Serie A,78,32000000,49000,192,79,SUB,2022-09-01,C. De Ketelaere,Charles De Ketelaere,Charles De Ketelaere,Left,High/High,Lean (185+),75,Oct,muscle injuries,other,10,1
Charles Dunne,220496,22/23,Ill,2023-01-10,2023-01-17,7,1,29,1993-02-13,25,Republic of Ireland,St. Mirren,50,Premiership,63,400000,2000,188,86,LCB,2022-09-01,C. Dunne,Charles Dunne,Charles Dunne,Left,Medium/High,Normal (185+),76,Jan,illnesses and infections,defenders,153,4
Charles Traore,394906,21/22,Cruciate ligament tear,2022-03-13,2022-09-13,184,20,29,1992-01-01,126,Mali,Nantes,16,Ligue 1,70,1400000,13000,180,74,SUB,2021-08-16,C. Traoré,Charles Traoré,Charles Traoré,Left,Medium/Medium,Lean (170-185),70,Mar,joint and ligament injuries,other,184,1
Charlie Cresswell,597659,21/22,Shoulder injury,2021-12-18,2022-02-18,62,7,18,2002-08-17,14,England,Leeds United,13,Premier League,62,950000,3000,191,75,RES,2021-08-16,C. Cresswell,Charlie Cresswell,Charlie Cresswell,Right,Medium/Medium,Normal (185+),52,Dec,miscellaneous,other,62,1
Charlie Gilmour,293726,22/23,Ankle surgery,2022-12-23,2023-07-17,206,NA,23,1999-02-11,42,Scotland,St. Johnstone,50,Premiership,55,250000,1000,185,76,SUB,2022-09-01,C. Gilmour,Charlie Ian Gilmour,Charlie Gilmour,Right,Medium/Medium,Lean (185+),58,Dec,surgeries,other,206,1
Charlie Mulgrew,37428,22/23,Hamstring injury,2022-10-22,2022-12-01,40,5,36,1986-03-06,42,Scotland,Dundee United,50,Premiership,68,220000,2000,191,80,LCB,2022-09-01,C. Mulgrew,Charlie Patrick Mulgrew,Charlie Mulgrew,Left,High/Medium,Normal (185+),41,Oct,muscle injuries,defenders,71,4
Charlie Patino,581674,21/22,Ankle injury,2021-10-25,2021-11-15,21,7,17,2003-10-17,14,England,Arsenal,13,Premier League,62,1200000,2000,182,75,RES,2021-09-25,C. Patino,Charlie Patino,Charlie Patino,Left,Medium/Medium,Lean (170-185),64,Oct,joint and ligament injuries,other,21,1
Charlie Setford,635129,21/22,Wrist fracture,2022-04-18,2022-12-02,228,22,17,2004-05-11,14,England,Ajax,10,Eredivisie,58,450000,500,193,82,RES,2021-09-23,C. Setford,Charlie Setford,Charlie Setford,Right,Medium/Medium,Normal (185+),NA,Apr,bone injuries,other,228,1
Charlie Taylor,195633,21/22,Bruise on ankle,2022-01-07,2022-02-25,49,7,27,1993-09-18,14,England,Burnley,13,Premier League,76,8000000,31000,185,70,LB,2021-08-16,C. Taylor,Charlie Taylor,Charlie Taylor,Left,High/High,Normal (185+),69,Jan,bruises and contusions,defenders,49,1
